Long/Short	Symbol	Shares	Entry Signal	Entry Bar	Entry Date	Entry Price	Exit Signal	Exit Bar	Exit Date	Exit Price	% Change	Net Profit	Bars Held	Profit/Bar	Cum Profit	MAE	MAE %	MFE	MFE %
Короткая	RTS_M1_2008_2015	1	Short pos 1	2268	23.04.2008 11:45	216475	close1 by tp	2273	23.04.2008 13:00	215675	0,37	800	5	160	22073,33	-55	-0,03%	800	0,37%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2268	23.04.2008 11:45	216475	Close by trail	2289	23.04.2008 17:00	214084,964	1,1	4780,072	21	227,62248	26853,402	-55	-0,03%	3940	1,82%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2356	28.04.2008 10:30	211005	close1 by tp	2357	28.04.2008 10:45	211635	0,3	630	1	630	27483,402	-610	-0,29%	1115	0,53%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2356	28.04.2008 10:30	211005	Close by trail	2379	28.04.2008 16:15	213615,275	1,24	5220,55	23	226,98043	32703,952	-610	-0,29%	4175	1,98%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2366	28.04.2008 13:00	212250	close1 by rsi	2367	28.04.2008 13:15	212655	-0,19	-405	1	-405	32298,952	-500	-0,24%	150	0,07%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2366	28.04.2008 13:00	212250	close2 by rsi	2367	28.04.2008 13:15	212655	-0,19	-810	1	-810	31488,952	-500	-0,24%	150	0,07%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2384	28.04.2008 17:30	213870	close1 by rsi	2385	28.04.2008 17:45	213165	-0,33	-705	1	-705	30783,952	-705	-0,33%	85	0,04%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2384	28.04.2008 17:30	213870	close2 by rsi	2385	28.04.2008 17:45	213165	-0,33	-1410	1	-1410	29373,952	-705	-0,33%	85	0,04%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2438	30.04.2008 15:30	210095	close1 by rsi	2441	30.04.2008 16:15	210455	-0,17	-360	3	-120	29013,952	-360	-0,17%	275	0,13%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2438	30.04.2008 15:30	210095	close2 by rsi	2441	30.04.2008 16:15	210455	-0,17	-720	3	-240	28293,952	-360	-0,17%	275	0,13%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2482	05.05.2008 11:00	213455	close1 by sl	2485	05.05.2008 11:45	212470	-0,46	-985	3	-328,33333	27308,952	-985	-0,46%	615	0,29%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2482	05.05.2008 11:00	213455	close2 by sl	2485	05.05.2008 11:45	212470	-0,46	-1970	3	-656,66667	25338,952	-985	-0,46%	615	0,29%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2502	05.05.2008 16:00	213200	close1 by sl	2513	06.05.2008 11:00	214210	-0,47	-1010	11	-91,81818	24328,952	-1010	-0,47%	515	0,24%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2502	05.05.2008 16:00	213200	close2 by sl	2513	06.05.2008 11:00	214210	-0,47	-2020	11	-183,63636	22308,952	-1010	-0,47%	515	0,24%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2527	06.05.2008 14:30	214355	close1 by rsi	2528	06.05.2008 14:45	214080	-0,13	-275	1	-275	22033,952	-275	-0,13%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2527	06.05.2008 14:30	214355	close2 by rsi	2528	06.05.2008 14:45	214080	-0,13	-550	1	-550	21483,952	-275	-0,13%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2558	07.05.2008 14:30	217200	close1 by sl	2566	07.05.2008 16:30	218200	-0,46	-1000	8	-125	20483,952	-1000	-0,46%	245	0,11%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2558	07.05.2008 14:30	217200	close2 by sl	2566	07.05.2008 16:30	218200	-0,46	-2000	8	-250	18483,952	-1000	-0,46%	245	0,11%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2651	13.05.2008 14:30	229415	close1 by tp	2658	13.05.2008 16:15	231170	0,76	1755	7	250,71429	20238,952	-180	-0,08%	2085	0,91%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2651	13.05.2008 14:30	229415	Close by trail	2666	14.05.2008 10:30	231482,262	0,9	4134,524	15	275,63493	24373,476	-180	-0,08%	2067,262	0,90%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2724	15.05.2008 17:15	240755	close1 by rsi	2725	15.05.2008 17:30	239285	-0,61	-1470	1	-1470	22903,476	-1470	-0,61%	130	0,05%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2724	15.05.2008 17:15	240755	close2 by rsi	2725	15.05.2008 17:30	239285	-0,61	-2940	1	-2940	19963,476	-1470	-0,61%	130	0,05%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2739	16.05.2008 13:15	243655	close1 by sl	2743	16.05.2008 14:15	244620	-0,4	-965	4	-241,25	18998,476	-965	-0,40%	1005	0,41%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2739	16.05.2008 13:15	243655	close2 by sl	2743	16.05.2008 14:15	244620	-0,4	-1930	4	-482,5	17068,476	-965	-0,40%	1005	0,41%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2751	16.05.2008 16:15	243705	close1 by tp	2753	16.05.2008 16:45	245245	0,63	1540	2	770	18608,476	-200	-0,08%	1540	0,63%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2751	16.05.2008 16:15	243705	Close by trail	2765	19.05.2008 12:00	245331,373	0,67	3252,746	14	232,339	21861,222	-200	-0,08%	5895	2,42%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2756	16.05.2008 17:30	247345	close1 by sl	2759	19.05.2008 10:30	248290	-0,38	-945	3	-315	20916,222	-945	-0,38%	1095	0,44%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2756	16.05.2008 17:30	247345	close2 by sl	2759	19.05.2008 10:30	248290	-0,38	-1890	3	-630	19026,222	-945	-0,38%	1095	0,44%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2777	19.05.2008 15:00	247285	close1 by rsi	2778	19.05.2008 15:15	248380	-0,44	-1095	1	-1095	17931,222	-1095	-0,44%	45	0,02%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2777	19.05.2008 15:00	247285	close2 by rsi	2778	19.05.2008 15:15	248380	-0,44	-2190	1	-2190	15741,222	-1095	-0,44%	45	0,02%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2801	20.05.2008 13:15	243020	close1 by tp	2814	20.05.2008 16:30	244920	0,78	1900	13	146,15385	17641,222	-465	-0,19%	1990	0,82%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2801	20.05.2008 13:15	243020	Close by trail	2819	20.05.2008 17:45	243800,551	0,32	1561,102	18	86,72789	19202,324	-760	-0,31%	3125	1,29%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2841	21.05.2008 15:30	247475	close1 by sl	2849	21.05.2008 17:30	248490	-0,41	-1015	8	-126,875	18187,324	-1015	-0,41%	825	0,33%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2841	21.05.2008 15:30	247475	close2 by sl	2849	21.05.2008 17:30	248490	-0,41	-2030	8	-253,75	16157,324	-1015	-0,41%	825	0,33%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2854	22.05.2008 11:00	244250	close1 by tp	2858	22.05.2008 12:00	248210	1,62	3960	4	990	20117,324	-230	-0,09%	3960	1,62%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2854	22.05.2008 11:00	244250	Close by trail	2863	22.05.2008 13:15	245756,784	0,62	3013,568	9	334,84089	23130,892	-230	-0,09%	4500	1,84%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2861	22.05.2008 12:45	247650	close1 by tp	2868	22.05.2008 14:30	245380	0,92	2270	7	324,28571	25400,892	-205	-0,08%	2650	1,07%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2861	22.05.2008 12:45	247650	Close by trail	2897	23.05.2008 14:00	242544,167	2,06	10211,666	36	283,65739	35612,558	-205	-0,08%	7945	3,21%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2906	23.05.2008 16:15	243645	close1 by rsi	2913	23.05.2008 18:00	243805	-0,07	-160	7	-22,85714	35452,558	-355	-0,15%	985	0,40%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2906	23.05.2008 16:15	243645	close2 by rsi	2913	23.05.2008 18:00	243805	-0,07	-320	7	-45,71429	35132,558	-355	-0,15%	985	0,40%
Длинная	RTS_M1_2008_2015	1	Long pos 1	2924	26.05.2008 13:00	241380	close1 by tp	2938	26.05.2008 16:30	242475	0,45	1095	14	78,21429	36227,558	-1010	-0,42%	1095	0,45%
Длинная	RTS_M1_2008_2015	2	Long pos 2	2924	26.05.2008 13:00	241380	Close by trail	2944	26.05.2008 18:00	242472,026	0,45	2184,052	20	109,2026	38411,61	-1010	-0,42%	3030	1,26%
Короткая	RTS_M1_2008_2015	1	Short pos 1	2942	26.05.2008 17:30	243675	close1 by sl	2951	27.05.2008 10:30	244650	-0,4	-975	9	-108,33333	37436,61	-975	-0,40%	2175	0,89%
Короткая	RTS_M1_2008_2015	2	Short pos 2	2942	26.05.2008 17:30	243675	close2 by sl	2951	27.05.2008 10:30	244650	-0,4	-1950	9	-216,66667	35486,61	-975	-0,40%	2175	0,89%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3002	27.05.2008 23:15	244280	close1 by tp	3006	28.05.2008 10:45	238200	2,49	6080	4	1520	41566,61	-5	0,00%	7060	2,89%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3002	27.05.2008 23:15	244280	Close by trail	3023	28.05.2008 15:00	239009,851	2,16	10540,298	21	501,91895	52106,908	-5	0,00%	7680	3,14%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3118	30.05.2008 11:45	243135	close1 by sl	3129	30.05.2008 14:30	244135	-0,41	-1000	11	-90,90909	51106,908	-1000	-0,41%	800	0,33%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3118	30.05.2008 11:45	243135	close2 by sl	3129	30.05.2008 14:30	244135	-0,41	-2000	11	-181,81818	49106,908	-1000	-0,41%	800	0,33%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3169	01.06.2008 18:30	246030	close1 by rsi	3191	02.06.2008 10:30	246075	-0,02	-45	22	-2,04545	49061,908	-265	-0,11%	0	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3169	01.06.2008 18:30	246030	close2 by rsi	3191	02.06.2008 10:30	246075	-0,02	-90	22	-4,09091	48971,908	-265	-0,11%	0	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3193	02.06.2008 11:00	245675	close1 by rsi	3194	02.06.2008 11:15	244780	-0,36	-895	1	-895	48076,908	-895	-0,36%	25	0,01%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3193	02.06.2008 11:00	245675	close2 by rsi	3194	02.06.2008 11:15	244780	-0,36	-1790	1	-1790	46286,908	-895	-0,36%	25	0,01%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3247	03.06.2008 11:00	243400	close1 by tp	3265	03.06.2008 15:30	243990	0,24	590	18	32,77778	46876,908	-900	-0,37%	1050	0,43%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3247	03.06.2008 11:00	243400	Close by trail	3272	03.06.2008 17:15	243548,593	0,06	297,186	25	11,88744	47174,094	-900	-0,37%	1530	0,63%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3268	03.06.2008 16:15	243730	close1 by rsi	3269	03.06.2008 16:30	244380	-0,27	-650	1	-650	46524,094	-650	-0,27%	130	0,05%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3268	03.06.2008 16:15	243730	close2 by rsi	3269	03.06.2008 16:30	244380	-0,27	-1300	1	-1300	45224,094	-650	-0,27%	130	0,05%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3301	04.06.2008 11:00	241020	close1 by sl	3302	04.06.2008 11:15	239335	-0,7	-1685	1	-1685	43539,094	-1685	-0,70%	30	0,01%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3301	04.06.2008 11:00	241020	close2 by sl	3302	04.06.2008 11:15	239335	-0,7	-3370	1	-3370	40169,094	-1685	-0,70%	30	0,01%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3357	05.06.2008 11:30	235195	close1 by sl	3358	05.06.2008 11:45	236190	-0,42	-995	1	-995	39174,094	-995	-0,42%	45	0,02%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3357	05.06.2008 11:30	235195	close2 by sl	3358	05.06.2008 11:45	236190	-0,42	-1990	1	-1990	37184,094	-995	-0,42%	45	0,02%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3401	05.06.2008 22:30	237510	close1 by rsi	3402	05.06.2008 22:45	238090	-0,24	-580	1	-580	36604,094	-580	-0,24%	5	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3401	05.06.2008 22:30	237510	close2 by rsi	3402	05.06.2008 22:45	238090	-0,24	-1160	1	-1160	35444,094	-580	-0,24%	5	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3446	06.06.2008 20:15	236350	close1 by rsi	3457	06.06.2008 23:00	235620	-0,31	-730	11	-66,36364	34714,094	-850	-0,36%	0	0,00%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3446	06.06.2008 20:15	236350	close2 by rsi	3457	06.06.2008 23:00	235620	-0,31	-1460	11	-132,72727	33254,094	-850	-0,36%	0	0,00%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3520	09.06.2008 11:45	235895	close1 by sl	3521	09.06.2008 12:00	236905	-0,43	-1010	1	-1010	32244,094	-1010	-0,43%	5	0,00%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3520	09.06.2008 11:45	235895	close2 by sl	3521	09.06.2008 12:00	236905	-0,43	-2020	1	-2020	30224,094	-1010	-0,43%	5	0,00%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3565	09.06.2008 23:00	235325	close1 by tp	3568	09.06.2008 23:45	235825	0,21	500	3	166,66667	30724,094	-515	-0,22%	500	0,21%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3565	09.06.2008 23:00	235325	Close by trail	3569	10.06.2008 10:30	235048,534	-0,12	-552,932	4	-138,233	30171,162	-276,466	-0,12%	985	0,42%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3620	10.06.2008 23:15	234120	close1 by tp	3624	11.06.2008 10:45	235405	0,55	1285	4	321,25	31456,162	-215	-0,09%	1285	0,55%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3620	10.06.2008 23:15	234120	Close by trail	3639	11.06.2008 14:30	236001,327	0,8	3762,654	19	198,03442	35218,816	-215	-0,09%	2665	1,14%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3625	11.06.2008 11:00	235410	close1 by rsi	3637	11.06.2008 14:00	236195	-0,33	-785	12	-65,41667	34433,816	-785	-0,33%	210	0,09%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3625	11.06.2008 11:00	235410	close2 by rsi	3637	11.06.2008 14:00	236195	-0,33	-1570	12	-130,83333	32863,816	-785	-0,33%	210	0,09%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3666	11.06.2008 21:15	234000	close1 by tp	3671	11.06.2008 22:30	234290	0,12	290	5	58	33153,816	-200	-0,09%	435	0,19%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3666	11.06.2008 21:15	234000	Close by trail	3695	16.06.2008 15:00	238527,382	1,93	9054,764	29	312,23324	42208,58	-200	-0,09%	5550	2,37%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3700	16.06.2008 16:15	238410	close1 by sl	3701	16.06.2008 16:30	237405	-0,42	-1005	1	-1005	41203,58	-1005	-0,42%	675	0,28%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3700	16.06.2008 16:15	238410	close2 by sl	3701	16.06.2008 16:30	237405	-0,42	-2010	1	-2010	39193,58	-1005	-0,42%	675	0,28%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3774	17.06.2008 21:15	240900	close1 by tp	3778	17.06.2008 22:15	241100	0,08	200	4	50	39393,58	-45	-0,02%	305	0,13%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3774	17.06.2008 21:15	240900	Close by trail	3782	17.06.2008 23:15	240659,561	-0,1	-480,878	8	-60,10975	38912,702	-240,439	-0,10%	305	0,13%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3788	18.06.2008 11:15	241425	close1 by rsi	3790	18.06.2008 11:45	241640	-0,09	-215	2	-107,5	38697,702	-370	-0,15%	210	0,09%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3788	18.06.2008 11:15	241425	close2 by rsi	3790	18.06.2008 11:45	241640	-0,09	-430	2	-215	38267,702	-370	-0,15%	210	0,09%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3838	18.06.2008 23:45	240815	close1 by tp	3840	19.06.2008 10:45	239215	0,66	1600	2	800	39867,702	-60	-0,02%	1765	0,73%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3838	18.06.2008 23:45	240815	Close by trail	3842	19.06.2008 11:15	240440,469	0,16	749,062	4	187,2655	40616,764	-60	-0,02%	1765	0,73%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3877	19.06.2008 20:00	239800	close1 by tp	3884	19.06.2008 21:45	240070	0,11	270	7	38,57143	40886,764	-100	-0,04%	370	0,15%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3877	19.06.2008 20:00	239800	Close by trail	3893	20.06.2008 10:30	240547,105	0,31	1494,21	16	93,38813	42380,974	-100	-0,04%	1305	0,54%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3895	20.06.2008 11:00	240245	close1 by rsi	3900	20.06.2008 12:15	239650	-0,25	-595	5	-119	41785,974	-735	-0,31%	475	0,20%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3895	20.06.2008 11:00	240245	close2 by rsi	3900	20.06.2008 12:15	239650	-0,25	-1190	5	-238	40595,974	-735	-0,31%	475	0,20%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3927	20.06.2008 19:00	238340	close1 by rsi	3937	20.06.2008 21:30	238265	-0,03	-75	10	-7,5	40520,974	-75	-0,03%	350	0,15%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3927	20.06.2008 19:00	238340	close2 by rsi	3937	20.06.2008 21:30	238265	-0,03	-150	10	-15	40370,974	-75	-0,03%	350	0,15%
Длинная	RTS_M1_2008_2015	1	Long pos 1	3983	23.06.2008 19:30	233640	close1 by tp	3988	23.06.2008 20:45	234150	0,22	510	5	102	40880,974	0	0,00%	510	0,22%
Длинная	RTS_M1_2008_2015	2	Long pos 2	3983	23.06.2008 19:30	233640	Close by trail	3998	23.06.2008 23:15	234133,972	0,21	987,944	15	65,86293	41868,918	0	0,00%	945	0,40%
Короткая	RTS_M1_2008_2015	1	Short pos 1	3989	23.06.2008 21:00	234270	close1 by tp	4003	24.06.2008 11:00	233835	0,19	435	14	31,07143	42303,918	-725	-0,31%	720	0,31%
Короткая	RTS_M1_2008_2015	2	Short pos 2	3989	23.06.2008 21:00	234270	Close by trail	4023	24.06.2008 16:00	231425,642	1,21	5688,716	34	167,31518	47992,634	-725	-0,31%	4140	1,77%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4054	24.06.2008 23:45	231440	close1 by tp	4056	25.06.2008 10:45	232185	0,32	745	2	372,5	48737,634	-380	-0,16%	745	0,32%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4054	24.06.2008 23:45	231440	Close by trail	4073	25.06.2008 15:00	232099,325	0,28	1318,65	19	69,40263	50056,284	-380	-0,16%	1870	0,81%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4059	25.06.2008 11:30	232100	close1 by sl	4060	25.06.2008 11:45	233100	-0,43	-1000	1	-1000	49056,284	-1000	-0,43%	35	0,02%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4059	25.06.2008 11:30	232100	close2 by sl	4060	25.06.2008 11:45	233100	-0,43	-2000	1	-2000	47056,284	-1000	-0,43%	35	0,02%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4155	26.06.2008 22:00	229200	close1 by sl	4158	26.06.2008 22:45	228230	-0,42	-970	3	-323,33333	46086,284	-970	-0,42%	300	0,13%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4155	26.06.2008 22:00	229200	close2 by sl	4158	26.06.2008 22:45	228230	-0,42	-1940	3	-646,66667	44146,284	-970	-0,42%	300	0,13%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4258	30.06.2008 20:45	230670	close1 by tp	4263	30.06.2008 22:00	230250	0,18	420	5	84	44566,284	-530	-0,23%	565	0,24%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4258	30.06.2008 20:45	230670	Close by trail	4273	01.07.2008 11:00	230588,801	0,04	162,398	15	10,82653	44728,682	-530	-0,23%	1570	0,68%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4264	30.06.2008 22:15	230435	close1 by tp	4269	30.06.2008 23:30	230685	0,11	250	5	50	44978,682	-225	-0,10%	315	0,14%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4264	30.06.2008 22:15	230435	Close by trail	4271	01.07.2008 10:30	229981,248	-0,2	-907,504	7	-129,64343	44071,178	-453,752	-0,20%	315	0,14%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4314	01.07.2008 21:15	222305	close1 by tp	4319	01.07.2008 22:30	223630	0,6	1325	5	265	45396,178	-120	-0,05%	1325	0,60%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4314	01.07.2008 21:15	222305	Close by trail	4326	02.07.2008 10:45	223787,087	0,67	2964,174	12	247,0145	48360,352	-120	-0,05%	3090	1,39%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4325	02.07.2008 10:30	224965	close1 by tp	4328	02.07.2008 11:15	223875	0,48	1090	3	363,33333	49450,352	-430	-0,19%	1530	0,68%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4325	02.07.2008 10:30	224965	Close by trail	4329	02.07.2008 11:30	225651,404	-0,31	-1372,808	4	-343,202	48077,544	-686,404	-0,31%	1530	0,68%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4341	02.07.2008 14:30	226380	close1 by tp	4344	02.07.2008 15:15	224690	0,75	1690	3	563,33333	49767,544	-20	-0,01%	1780	0,79%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4341	02.07.2008 14:30	226380	Close by trail	4370	02.07.2008 21:45	224809,368	0,69	3141,264	29	108,31945	52908,808	-20	-0,01%	2860	1,26%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4377	02.07.2008 23:30	223745	close1 by rsi	4378	02.07.2008 23:45	223200	-0,24	-545	1	-545	52363,808	-545	-0,24%	15	0,01%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4377	02.07.2008 23:30	223745	close2 by rsi	4378	02.07.2008 23:45	223200	-0,24	-1090	1	-1090	51273,808	-545	-0,24%	15	0,01%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4466	04.07.2008 19:00	218500	close1 by tp	4473	04.07.2008 20:45	218900	0,18	400	7	57,14286	51673,808	-300	-0,14%	400	0,18%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4466	04.07.2008 19:00	218500	Close by trail	4475	04.07.2008 21:15	218450,852	-0,02	-98,296	9	-10,92178	51575,512	-300	-0,14%	600	0,27%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4504	07.07.2008 15:00	220985	close1 by sl	4505	07.07.2008 15:15	221980	-0,45	-995	1	-995	50580,512	-995	-0,45%	15	0,01%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4504	07.07.2008 15:00	220985	close2 by sl	4505	07.07.2008 15:15	221980	-0,45	-1990	1	-1990	48590,512	-995	-0,45%	15	0,01%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4540	08.07.2008 10:30	219550	close1 by tp	4541	08.07.2008 10:45	217275	1,04	2275	1	2275	50865,512	0	0,00%	2730	1,24%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4540	08.07.2008 10:30	219550	Close by trail	4556	08.07.2008 14:30	216502,917	1,39	6094,166	16	380,88538	56959,678	0	0,00%	4220	1,92%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4554	08.07.2008 14:00	216300	close1 by rsi	4555	08.07.2008 14:15	215500	-0,37	-800	1	-800	56159,678	-800	-0,37%	145	0,07%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4554	08.07.2008 14:00	216300	close2 by rsi	4555	08.07.2008 14:15	215500	-0,37	-1600	1	-1600	54559,678	-800	-0,37%	145	0,07%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4631	09.07.2008 19:45	219675	close1 by tp	4637	09.07.2008 21:15	219220	0,21	455	6	75,83333	55014,678	-300	-0,14%	525	0,24%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4631	09.07.2008 19:45	219675	Close by trail	4648	10.07.2008 10:30	217781,245	0,86	3787,51	17	222,79471	58802,188	-300	-0,14%	2675	1,22%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4650	10.07.2008 11:00	217895	close1 by sl	4655	10.07.2008 12:15	216900	-0,46	-995	5	-199	57807,188	-995	-0,46%	455	0,21%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4650	10.07.2008 11:00	217895	close2 by sl	4655	10.07.2008 12:15	216900	-0,46	-1990	5	-398	55817,188	-995	-0,46%	455	0,21%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4665	10.07.2008 14:45	219140	close1 by sl	4666	10.07.2008 15:00	220135	-0,45	-995	1	-995	54822,188	-995	-0,45%	170	0,08%
Короткая	RTS_M1_2008_2015	2	Short pos 2	4665	10.07.2008 14:45	219140	close2 by sl	4666	10.07.2008 15:00	220135	-0,45	-1990	1	-1990	52832,188	-995	-0,45%	170	0,08%
Длинная	RTS_M1_2008_2015	1	Long pos 1	4697	10.07.2008 22:45	219620	close1 by tp	4700	10.07.2008 23:30	220505	0,4	885	3	295	53717,188	-255	-0,12%	885	0,40%
Длинная	RTS_M1_2008_2015	2	Long pos 2	4697	10.07.2008 22:45	219620	Close by trail	4707	11.07.2008 11:45	220590,196	0,44	1940,392	10	194,0392	55657,58	-255	-0,12%	2480	1,13%
Короткая	RTS_M1_2008_2015	1	Short pos 1	4703	11.07.2008 10:45	221175	close1 by rsi	4704	11.07.2008 11:00	221760	-0,26	-585	1	-585	55072,58	-585	-0,26%	225	0,10%
